stringsfile version 1
2562
str_no_string NO_STRING!
str_npc8_intro_response_1 Pardon,_what_did_you_say?
str_npc9_intro_response_1 You_must_have_me_confused_with_someone_else,_friend.
str_npc10_intro_response_1 Man,_what_a_name._Are_you_a_Spaniard?
str_npc11_intro_response_1 I_cannot_recall._What's_the_matter,_anyway?
str_npc12_intro_response_1 Leeches?_What_are_you,_a_doctor?
str_npc13_intro_response_1 Fascinating._I_thought_the_full_moon_is_best_time_for_fortune_telling.
str_npc14_intro_response_1 I_see_you_know_your_wine,_eh?
str_npc15_intro_response_1 God_forbid,_no!_I_thought_you_had_something_to_tell_me._So_what_is_your_name?
str_npc16_intro_response_1 Oh,_no..._Quite_the_contrary,_I_just_wanted_to_ask_if_there_was_anything_I_could_do_for_you...
str_npc1_intro_response_2 This_is_no_time_for_heartfelt_recollections.
str_npc2_intro_response_2 Pardon_me,_I_was_confused...
str_npc3_intro_response_2 Heh,_what_an_interesting_surprise..._Go_now,_holy_father,_God_will_provide...
str_npc4_intro_response_2 Thank_you,_but_I_am_already_leaving.
str_npc5_intro_response_2 Pardon_me,_but_I_am_in_a_hurry.
str_npc6_intro_response_2 Looks_can_be_deceiving.
str_npc7_intro_response_2 For_God's_sake,_you_are_of_no_concern_to_me.
str_npc8_intro_response_2 Go,_go_out_of_here,_you_heathen._I_don't_know_your_gibberish_tongue.
str_npc9_intro_response_2 We'll_talk_later,_friend._I_am_in_a_hurry.
str_npc10_intro_response_2 I_am_glad._We_shall_meet_later.
str_npc11_intro_response_2 Pardon_me,_I_am_in_a_hurry.
str_npc12_intro_response_2 Take_these_worms_of_yours_and_begone,_bloodsucker!
str_npc13_intro_response_2 I_have_no_time_for_the_games_of_fortune_tellers._Farewell.
str_npc14_intro_response_2 Pardon_me,_but_I_have_no_time_to_talk._Good_evening_to_you...
str_npc15_intro_response_2 Nay_and_nay!_I_am_leaving_already...
str_npc16_intro_response_2 Why_assume_something_bad_right_away?_Never_mind,_I_am_leaving.
str_npc1_backstory_a You're_in_luck,_{son/my_dear}._I_am_Colonel_Zagloba!
str_npc2_backstory_a I_am_the_last_survivor_of_an_ancient_house_of_Valash_rulers._My_famous_ancestor,_Vladislav_Tepes,_known_as_Dracula,_was_the_scourge_of_the_Turks,_and_the_Lord_of_Transylvania!
str_npc3_backstory_a For_a_while_I_am..._How_should_I_say..._I_have_ceased_to_take_up_the_holy_orders.
str_npc4_backstory_a Mamai_is_my_name._I_am_the_descendant_of_the_famous_Cossack_from_the_bard's_song._Of_course,_I_would_be_hard_pressed_to_strangle_ten_Poles_with_just_my_trousers,_but_I_can_wield_the_pike_quite_well.
str_npc5_backstory_a Nay,_I_have_merely_been_discharged_for_a_time.
str_npc6_backstory_a You_speak_the_truth._I_fled_--_and_who_wouldn't?_I_come_from_Tula,_but_in_recent_years_I_have_served_as_a_Moscow_marksman._I_was_once_a_famed_hunter,_and_brought_game_from_the_forests_to_the_royal_halls.
str_npc7_backstory_a Wine,_vodka_or_schnapps_--_it_is_my_weakness._Just_one_little_sip,_and_my_body_starts_to_itch.
str_npc8_backstory_a Ah,_I_beg_your_pardon._Isanmesez_means_do_you_still_live?_It_is_a_sort_of_greeting,_like_how_do_you_do.
str_npc9_backstory_a My_most_humble_apologies._Allow_me_to_introduce_myself_--_I_am_Algirdas._My_family_name_I_would_prefer_to_keep_secret.
str_npc10_backstory_a I_am_the_heir_of_an_ancient_house,_the_roots_of_which_stretch_from_the_Old_and_New_World_alike._Buscadors_fought_in_just_about_every_war_since_the_Reconquista.
str_npc11_backstory_a The_men_of_the_Tatar_Khan_are_hunting_me._I_exhausted_three_horses,_and_finally_laid_myself_low_here.
str_npc12_backstory_a I_am_from_Kiev._Learned_to_read_and_write_at_the_Kiev-Bratsk_college,_and_then_I_became_a_doctor._Until_now,_I_offered_myself_to_the_Cossacks_of_the_Kurenevskoe_community._Healed_them_from_hang-overs,_offered_bloodletting,_dressed_their_wounds._And_what_a_life_it_would_have_been,_have_I_not_met_that_French_cartographer..._what_was_his_name..._Guillaume_de_Beauplan._He_fell_ill_as_he_was_passing_through_Kiev,_and_I_was_summoned_to_apply_leeches...
str_npc13_backstory_a I_am_Oksana,_a_soothsayer._The_arts_of_magic_have_been_passed_down_through_my_family_from_times_immemorial,_from_grandmother_to_granddaughter...
str_npc14_backstory_a Oh_certainly._I_am_an_army_quartermaster_with_a_patent_from_the_king_of_Sweden_himself._Or,_rather,_I_used_to_be...
str_npc15_backstory_a My_name_is_Varvara,_of_Novgorod._--_There_I_lived_my_whole_life,_before_I_became_a_widow.
str_npc16_backstory_a Offended?_Me?_Believe_me,_those_who_offend_me_no_longer_walk_this_earth.
str_npc1_backstory_b You_could_sooner_count_all_leaves_in_the_forest_than_all_the_enemies_I_have_slain._Were_my_hair_as_numerous_as_the_foes_I've_brought_down_by_my_own_hand,_the_barbers_would've_made_a_fortune_trimming_my_forelock!_The_devil_take_me_if_I_lie...
str_npc2_backstory_b The_King_of_Hungary_is_the_mortal_enemy_of_the_Valachs,_and_spread_dreadful_rumors_that_my_ancestor_had_a_thirst_for_blood!_These_legends_and_tales_have_become_the_bane_of_our_family._The_descendants_of_Dracula_left_Trasylvania,_and_I_grew_up_in_Kamenets,_near_the_border._For_a_while_now_I_have_lived_the_life_of_a_wanderer._It_is_not_the_life_I_would_have_chosen...
str_npc3_backstory_b I_am_the_priest_Spasokukotsky._The_bishop_of_Riga_gave_me_a_small_village_parish,_but_within_the_week_he_sent_his_sacrist_there_to_check_how_well_I_was_fulfilling_my_duties._After_the_Sunday_mass_this_bore_came_to_my_humble_cell._First_he_inquired_what_a_parish_woman_was_doing_in_my_bed,_and_then_had_the_gall_to_start_preaching_to_me._He_explained_that_one_should_not_spin_the_censer_over_one's_head_during_the_sermon_--_and_I_endured_his_condescension_well_enough._He_said_that_prayers_should_be_concluded_by_the_word_Amen,_and_not_by_the_word_I_spoke_at_the_end,_and_still_I_remained_silent._The_parish_loved_my_way_of_doing_things,_you_understand!_But_then,_when_he_began_to_shout_that_he_saw_goods_from_my_Church_being_sold_at_the_Riga_market,_I_could_no_longer_stand_it_any_longer,_and_beat_him_with_a_staff_so_hard_he_barely_made_it_out_alive.
str_npc4_backstory_b During_the_battle_of_Berestechek,_when_the_Poles_and_Crimeans_crushed_Hmelnitski's_forces_utterly,_I_was_captured_by_the_Tatars._They_brought_me_to_Kafa,_offered_me_a_place_as_a_mercenary_for_the_Turkish_Sultan._But_instead_I_killed_the_guards_and_fled.
str_npc5_backstory_b I_served_in_the_musket_regiment_of_General_Lennart_Torstenson's,_the_finest_commander_in_all_of_Sweden._I_took_part_in_the_battle_of_Jankau,_where_we_utterly_defeated_the_very_best_of_the_German_forces!_Ah,_those_were_the_days!
str_npc6_backstory_b My_service_went_well,_or_would_have,_were_it_not_for_one_Secret_Department_clerk._A_skinny,_wall-eyed_fellow_with_a_goatee,_but_he_had_set_his_sights_on_my_wife._The_foul_creature_knew_that_she_was_faithful_to_me,_but_he_devised_a_dirty_trick_using_the_powers_that_came_with_his_position._He_whispered_to_the_chief_hunting_clerk_that_I_boasted_in_front_of_men_that_I_saw_a_wondrous_horse_in_the_woods,_that_had_a_horn_on_its_head._Our_sire_is_quite_keen_on_various_rare_animals,_and_so_I_was_entrusted_with_the_task_of_capturing_this_creature_--_or_get_fired_and_thrown_into_the_gaol_for_my_idle_talk.
str_npc7_backstory_b My_name_is_Yelisey._I_am_the_fourth_son_of_the_Ryazan_noble_Skiba._From_the_cradle,_my_father_prepared_me_for_the_duty_of_a_warrior._I_learned_to_ride,_to_shoot_with_pistols,_and_to_fence.
str_npc8_backstory_b I_am_Bakhyt._For_fifteen_years_I_was_an_aide_to_the_Khan's_executioner_in_Bakhchisaray._The_work_was_busy,_but_I_did_not_mind_it..._Until_the_new_Khan_installed_a_new_Vizier,_that_is.
str_npc9_backstory_b My_ancestor_received_his_title_from_the_Grand_Prince_Algirdas_at_the_end_of_the_XIV_century._For_military_valor_he_were_granted_vast_lands_near_the_town_of_Bryansk._Since_that_day_all_the_eldest_sons_in_our_family_bear_his_name._Our_house_served_the_Grand_Duchy_of_Lithuania_faithfully_for_three_centuries,_while_our_borderlands_were_always_an_apple_of_discord_between_Lithuania_and_Moscow._Our_estate_slowly_fell_into_decay,_yet_we_still_remained_their_masters._However,_recently_the_Moscow_Tsar_gave_it_to_one_of_his_nobles.
str_npc10_backstory_b I_came_here_on_the_invitation_of_Prince_Radziwill._First_I_served_in_his_body-guard_regiments,_then_in_an_infantry_party._We_distinguished_ourselves_on_the_field_of_battle._The_Prince_even_considered_giving_me_command_of_a_regiment...
str_npc11_backstory_b I_am_the_lord_of_the_Nogai_Horde,_Mirza_Nogai._The_blood_of_the_majestic_Gengis_Khan_flows_through_my_veins,_and_my_ancestors_were_associated_with_the_Tsars_of_Moscow._You_cannot_imagine_how_deeply_it_offends_me_to_see_the_low-born_Giray_ruling_the_Crimean_Khanate!_I_even_have_pay_them_a_tribute!_--_What_an_insult!
str_npc12_backstory_b The_Frenchman_was_certainly_talkative._While_I_was_treating_him..._my_what_stories_he_told!_About_cherry-trees_under_Pereyaslav_which_would_grow_only_up_to_the_waist,_and_of_the_crayfish_in_the_Ukrainian_rivers_nigh_the_size_of_a_cat!_And_that_the_Tatar_children_are_born_blind_like_puppies,_and_only_open_their_eyes_on_the_second_week..._Among_other_stories,_Beauplan_told_me_that_the_Sich_Cossacks_treat_fever_by_mixing_vodka_with_gunpowder...
str_npc13_backstory_b I_can_make_love-potions,_tell_the_future,_and_use_sorcery_to_invoke_fortune_in_battle._I_am_also_good_at_soothsaying_and_healing_horses.
str_npc14_backstory_b My_name_is_Ingri,_and_I_hail_from_Reval._If_you_need_provisions_for_amazing_prices,_or_you_wish_to_sell_your_merchandise_at_triple_the_standard_prices,_then_I_am_your_woman!_I_provided_all_the_food_and_wine_for_the_court_regiment_of_Carl_Gustaf_himself_--_and_everyone_was_perfectly_content_with_me._Except_my_competitors,_of_course!_And_one_day_those_bastards_changed_one_of_my_beer_barrels,_and_my_clients_were_treated_to_horse_piss_instead_of_beer_--_on_the_King's_birthday_no_less!_Bad_luck_all_around,_what_can_one_say._Now_I_have_no_patent,_and_no_savings_either._Free_as_a_bird,_like_it_or_not.
str_npc15_backstory_b After_he_developed_a_passion_for_mead,_my_late_husband_began_to_beat_me._Often_he_would_come_home_blind_drunk,_and_then_go_right_for_the_belt..._Well,_one_day_I_couldn't_take_it_any_longer._When_he_appeared,_I_was_busy_with_dough_in_the_kitchen,_working_my_tired_hands..._So_I_gave_him_a_blow_on_top_of_his_head_with_my_rolling-pin_--_and_broke_his_skull._
str_npc16_backstory_b I_was_born_in_Kafa._When_I_reached_the_age_of_fourteen,_I_was_taken_from_my_parents,_brought_to_Istanbul_and_trained_as_a_guard._At_eighteen,_I_became_the_bodyguard_of_the_Sultan's_beloved_wife._Yet_soon_my_charge_must_have_somehow_offended_the_master._The_eunuchs_strangled_her._After_that,_I_was_returned_to_Kafa._Not_to_my_home,_though_--_to_the_slave_market,_where_I_was_sold.
str_npc1_backstory_c I_see_you_prepare_for_war._And_if_you_call_me_to_your_side,_only_should_feet_would_grow_into_the_ground_like_roots,_would_I_not_go._Even_then_I'd_tear_those_roots_from_the_ground!_I_have_a_mighty_thirst_for_Swedish_meat_once_more,_like_a_wolf_thirsting_for_a_lamb!_Oh,_aren't_they_scoundrels!_Fleas_must've_gotten_into_their_tiny_stockings_and_bitten_their_legs,_so_they_can't_sit_still_at_home_and_keep_intruding_on_lands_which_are_not_theirs...
str_npc2_backstory_c Several_years_ago,_Hmelnitski's_army_laid_siege_to_Kamenets._Soon_a_plague_hit_the_Cossack_camp,_and_they_withdrew._But_the_same_dreadful_epidemic_took_the_lives_of_many_townsmen,_including_my_parents._I_volunteered_to_be_the_captain_of_the_town_guard,_and_could_only_visit_their_graves_after_sunset,_so_busy_was_I._The_graveyard_keeper_spoke_of_it_in_a_pub,_and_invented_a_few_tall_tales_involving_grave_digging._The_merchants,_their_minds_inflamed_by_the_war_and_the_plague,_accused_me_of_mortal_sins,_and_bent_themselves_on_my_destruction._All_I_could_take_as_I_fled_the_city_were_my_sword_and_a_treatise_on_the_art_of_war.
str_npc3_backstory_c Learning_of_this,_the_bishop_sent_a_mercenary_band_to_deal_with_me._I_did_not_wait_for_them_to_come,_but_took_my_belongings_and_fled_to_the_woods._Soon_I_found_out_I_had_been_defrocked_and_excommunicated_by_the_bishop.
str_npc4_backstory_c But_when_I_returned_home,_I_saw_that_all_changed_in_the_Sich.
str_npc5_backstory_c Our_regiment_was_given_leave_in_a_prosperous_town_of_Great_Poland._We_soldiers_of_His_Majesty,_King_Carl,_allowed_ourselves_to_relax_a_little._And_the_tale_that_I_sold_my_halberd_to_a_trader_is_but_a_blatant_lie!_I_mean,_I_can_recall_no_such_thing..._Morning_come,_and_word_of_it_came_to_the_regiment_commander,_and_he_relieved_me_of_my_soldier's_patent._Yet_I_have_not_abandoned_hope_to_re-enlist._I_already_prepared_a_petition,_which_I_shall_personally_deliver_to_King_Karl._However,_the_quarters_of_our_august_monarch_moves_with_the_army,_and_I_squandered_almost_all_my_savings_chasing_after_it.
str_npc6_backstory_c There_was_nothing_I_could_do..._My_fate_was_to_end_up_in_a_jail,_and_my_wife_would_go_straight_into_that_clerk's_bedroom._So_I_took_my_grandfather's_pole-axe,_went_to_the_clerk's_homestead_and_put_him_down_like_a_pig._And_my_wife,_Nastasia,_I_sent_away_in_secret_to_Astrakhan,_to_distant_relatives.
str_npc7_backstory_c But_I_do_not_count_myself_unlucky,_stranger,_no_more_than_any_other_woman,_in_this_fetid_backwater,_this_dung_heap_among_the_nations,_populated_by_apes_and_jackals.
str_npc8_backstory_c The_old_vizier_was_retired._I_cried_as_I_strangled_him_with_a_silk_thread._The_new_vizier_was_a_miser,_quite_like_your_everyday_Istanbul_shroff!_He_decided_that_the_executioner_needs_no_assistant,_so_I_was_put_out_of_the_palace_the_very_same_day._Now_I_make_my_bread_as_I_can._Working_as_an_assistant_in_the_butcher's_row_at_the_markets,_chopping_up_the_carcass_at_the_slaughterhouse._I_even_went_as_low_as_accepting_a_job_killing_a_pig_at_a_Cossack_homestead_--_for_ten_thaler!_Shaitan_damn_that_beast,_cursed_by_the_Allah...
str_npc9_backstory_c All_I_have_left_is_my_grandfather's_sword_and_my_knightly_honor.
str_npc10_backstory_c As_the_French_say,_cherchez_la_femme._I_met_a_beautiful_Kiev_pani_around_here,_so_I_left_service_at_once_and_took_a_mansion_for_rent,_where_we_wiled_away_our_days._Three_months_went_by_in_an_instant._But_then_my_money_ran_out,_and_the_master_put_me_out_of_the_mansion_--_and_the_pani_quickly_went_off_with_a_fur_trader_who_was_happening_by.
str_npc11_backstory_c I_grew_tired_of_this_humiliation,_so_I_drove_the_Khan's_tax_collectors_from_my_door._Two_weeks_later,_a_large_force_arrived_on_our_steppes_along_the_Dniepr_near_Perekop._I_had_no_choice_but_to_flee.
str_npc12_backstory_c The_next_day_I_was_called_to_a_sick_Cossack_colonel_in_Kurenevka,_and_I_gave_him_that_very_treatment._The_poor_chap_guzzled_down_the_cure,_and_cried_out_like_mad_--_for_the_whole_day,_until_he_died_in_the_evening._The_nitre_in_the_powder_had_burned_his_intestines.^The_people_of_Kurenevka_learned_of_this,_and_sent_almost_a_full_regiment_after_me,_threatening_to_put_my_skin_on_a_drum.
str_npc13_backstory_c As_for_me,_I_come_from_Poltava._My_life_would_have_been_all_right,_save_for_that_unfortunate_cattle_plague_last_Autumn._The_local_priest_had_long_nursed_a_grudge_against_me_--_suspected_that_I_was_stealing_his_parish_from_him,_or_some_such_nonsense._Accused_me_of_witchcraft,_and_said_it_was_I_who_killed_the_cattle._That_very_night_they_tarred_and_burned_my_house._Thankfully,_some_kind_souls_warned_me_in_time,_and_I_escaped_with_my_life.
str_npc14_backstory_c Now_I_am_looking_for_a_commander_who_could_appreciate_my_true_worth.
str_npc15_backstory_c Oh,_what_trouble_there_was_then!_The_guards_came_and_wanted_to_bring_me_before_the_judges._I_was_so_enraged_I_was_beside_myself._I_grabbed_a_long-handle_axe_from_one_of_the_guards_and_drove_the_lot_of_them_into_the_Volkhov_River,_right_up_to_their_necks._Then_I_ran_off_here_to_my_sisters'_place..._She_used_to_live_here,_but_a_week_ago_she_passed_away.
str_npc16_backstory_c But_they_forgot_who_they_were_dealing_with._On_the_second_night_I_slaughtered_all_the_guards_and_vanished_into_the_night.
str_npc1_backstory_later Even_though_I_am_hoary_with_age,_I_am_still_full_of_strength._You_must_take_me_with_you,_truly_you_must!
str_npc2_backstory_later I_am_a_noble_and_have_much_war_experience,_but_in_my_distress_I_have_taken_many_jobs_--_a_guard_for_merchants,_the_night_watch_at_a_noble_house_--_and_I_have_even_fed_myself_by_winning_at_cards._But_perhaps_you_yourself_are_in_need_of_a_companion?
str_npc3_backstory_later So_now_I_am_wondering_where_life_shall_lead...
str_npc4_backstory_later Now_I_am_looking_for_some_daring_lads_who_might_teach_the_Poles_a_good_lesson...
str_npc5_backstory_later I_wonder_if_you_need_a_veteran_free_lance_in_your_party?
str_npc6_backstory_later Now_I_am_looking_for_companions_on_my_way.
str_npc7_backstory_later There_can_be_no_return_home_for_me,_so_I_look_for_any_business_I_can_find.
str_npc8_backstory_later An_executioner_in_retirement_has_many_foes._I_can_hardly_explain_to_the_relatives_of_the_deceased_that_it_was_merely_my_job._And_with_such_a_name_as_mine,_try_finding_a_new_job,_ha_ha!_But_if_you_need_a_man_who_has_mastered_well_both_the_axe_and_the_noose,_then_I_am_at_your_service.
str_npc9_backstory_later I_am_ready_to_follow_he_who_fights_for_the_just_cause.
str_npc10_backstory_later Now_here_I_sit,_as_I_have_for_days_now._Frittering_away_the_last_of_my_money.
str_npc11_backstory_later I've_done_much_in_my_life._A_rare_commander_it_would_be,_who_would_agree_to_take_on_an_old_man_like_me,_even_if_I_am_worth_a_dozen_men_on_the_battlefield.
str_npc12_backstory_later Now,_naturally,_I_am_searching_for_a_trusty_patron_--_one_whom_I_might_relieve_of_any_illness.
str_npc13_backstory_later But_now_I_am_left_without_a_roof_over_my_head,_and_I_scrape_by,_fortune-telling_on_the_road._But_wandering_the_lonely_roads_is_no_good_business_for_a_young_girl.
